time,open,close,high,low
2018-02-22 04:00:00,1.22775,1.22731,1.22793,1.22728
2018-02-22 05:00:00,1.22731,1.22748,1.22808,1.22717
2018-02-22 06:00:00,1.22749,1.22660,1.22802,1.22602
2018-02-22 07:00:00,1.22661,1.22732,1.22792,1.22598
2018-02-22 08:00:00,1.22731,1.22846,1.22885,1.22653
2018-02-22 09:00:00,1.22846,1.22941,1.22959,1.22757
2018-02-22 10:00:00,1.22940,1.22905,1.22990,1.22866
2018-02-22 11:00:00,1.22904,1.22862,1.22946,1.22804
2018-02-22 12:00:00,1.22861,1.22695,1.23083,1.22693
2018-02-22 13:00:00,1.22701,1.23134,1.23151,1.22648
2018-02-22 14:00:00,1.23135,1.23277,1.23372,1.23057
2018-02-22 15:00:00,1.23275,1.23221,1.23523,1.23165
2018-02-22 16:00:00,1.23221,1.23257,1.23320,1.23142
2018-02-22 17:00:00,1.23256,1.23365,1.23446,1.23248
2018-02-22 18:00:00,1.23365,1.23252,1.23395,1.23199
2018-02-22 19:00:00,1.23253,1.23314,1.23364,1.23233
2018-02-22 20:00:00,1.23316,1.23257,1.23347,1.23197
2018-02-22 21:00:00,1.23258,1.23309,1.23320,1.23233
2018-02-22 22:00:00,1.23312,1.23309,1.23346,1.23262
2018-02-22 23:00:00,1.23308,1.23259,1.23377,1.23253
2018-02-23 00:00:00,1.23257,1.23273,1.23319,1.23219
2018-02-23 01:00:00,1.23268,1.23253,1.23294,1.23166
2018-02-23 02:00:00,1.23253,1.23141,1.23263,1.23118
2018-02-23 03:00:00,1.23142,1.23073,1.23162,1.23022
2018-02-23 04:00:00,1.23073,1.23017,1.23102,1.22957
2018-02-23 05:00:00,1.23016,1.23026,1.23059,1.22965
2018-02-23 06:00:00,1.23026,1.22943,1.23082,1.22884
2018-02-23 07:00:00,1.22940,1.22954,1.22973,1.22800
2018-02-23 08:00:00,1.22951,1.23177,1.23211,1.22888
2018-02-23 09:00:00,1.23178,1.23082,1.23208,1.23053
2018-02-23 10:00:00,1.23084,1.23012,1.23178,1.22997
2018-02-23 11:00:00,1.23013,1.23065,1.23079,1.22880
2018-02-23 12:00:00,1.23066,1.22980,1.23130,1.22971
2018-02-23 13:00:00,1.22982,1.22981,1.23061,1.22896
2018-02-23 14:00:00,1.22981,1.23042,1.23069,1.22874
2018-02-23 15:00:00,1.23042,1.22997,1.23186,1.22905
2018-02-23 16:00:00,1.22996,1.22979,1.23043,1.22853
2018-02-23 17:00:00,1.22977,1.23062,1.23081,1.22971
2018-02-23 18:00:00,1.23064,1.22945,1.23065,1.22903
2018-02-23 19:00:00,1.22945,1.22964,1.22977,1.22891
2018-02-23 20:00:00,1.22966,1.22948,1.23055,1.22938
2018-02-23 21:00:00,1.22946,1.22975,1.22988,1.22887
2018-02-25 22:00:00,1.22953,1.22892,1.22968,1.22858
2018-02-25 23:00:00,1.22891,1.22887,1.22952,1.22814
2018-02-26 00:00:00,1.22887,1.22901,1.22935,1.22806
2018-02-26 01:00:00,1.22901,1.22979,1.23051,1.22884
2018-02-26 02:00:00,1.22979,1.23154,1.23191,1.22979
2018-02-26 03:00:00,1.23155,1.23105,1.23177,1.23096
2018-02-26 04:00:00,1.23106,1.23126,1.23146,1.23076
2018-02-26 05:00:00,1.23125,1.23285,1.23285,1.23104
2018-02-26 06:00:00,1.23283,1.23306,1.23347,1.23243
2018-02-26 07:00:00,1.23304,1.23201,1.23348,1.23157
2018-02-26 08:00:00,1.23201,1.23196,1.23349,1.23160
2018-02-26 09:00:00,1.23195,1.23434,1.23501,1.23190
2018-02-26 10:00:00,1.23431,1.23460,1.23552,1.23374
2018-02-26 11:00:00,1.23460,1.23358,1.23487,1.23330
2018-02-26 12:00:00,1.23359,1.23210,1.23374,1.23210
2018-02-26 13:00:00,1.23207,1.23046,1.23270,1.23046
2018-02-26 14:00:00,1.23047,1.23038,1.23150,1.22979
2018-02-26 15:00:00,1.23039,1.22898,1.23071,1.22777
2018-02-26 16:00:00,1.22898,1.22953,1.23174,1.22867
2018-02-26 17:00:00,1.22953,1.23080,1.23089,1.22903
2018-02-26 18:00:00,1.23081,1.23104,1.23121,1.23023
2018-02-26 19:00:00,1.23105,1.23118,1.23141,1.23064
2018-02-26 20:00:00,1.23119,1.23134,1.23160,1.23079
2018-02-26 21:00:00,1.23131,1.23177,1.23201,1.23113
2018-02-26 22:00:00,1.23180,1.23134,1.23184,1.23134
2018-02-26 23:00:00,1.23135,1.23156,1.23165,1.23091
2018-02-27 00:00:00,1.23156,1.23320,1.23371,1.23149
2018-02-27 01:00:00,1.23321,1.23361,1.23370,1.23277
2018-02-27 02:00:00,1.23361,1.23360,1.23430,1.23339
2018-02-27 03:00:00,1.23361,1.23245,1.23374,1.23217
2018-02-27 04:00:00,1.23246,1.23244,1.23280,1.23216
2018-02-27 05:00:00,1.23243,1.23262,1.23305,1.23237
2018-02-27 06:00:00,1.23262,1.23270,1.23337,1.23201
2018-02-27 07:00:00,1.23270,1.23408,1.23451,1.23218
2018-02-27 08:00:00,1.23410,1.23333,1.23466,1.23265
2018-02-27 09:00:00,1.23353,1.23314,1.23389,1.23271
2018-02-27 10:00:00,1.23314,1.23280,1.23379,1.23219
2018-02-27 11:00:00,1.23279,1.23175,1.23309,1.23133
2018-02-27 12:00:00,1.23175,1.23173,1.23213,1.23152
2018-02-27 13:00:00,1.23174,1.22879,1.23183,1.22861
2018-02-27 14:00:00,1.22880,1.22742,1.22989,1.22715
2018-02-27 15:00:00,1.22739,1.22393,1.22791,1.22217
2018-02-27 16:00:00,1.22392,1.22397,1.22469,1.22309
2018-02-27 17:00:00,1.22396,1.22480,1.22511,1.22256
2018-02-27 18:00:00,1.22476,1.22429,1.22550,1.22417
2018-02-27 19:00:00,1.22431,1.22361,1.22452,1.22344
2018-02-27 20:00:00,1.22360,1.22294,1.22404,1.22293
2018-02-27 21:00:00,1.22293,1.22333,1.22337,1.22258
2018-02-27 22:00:00,1.22335,1.22357,1.22360,1.22311
2018-02-27 23:00:00,1.22357,1.22263,1.22389,1.22261
2018-02-28 00:00:00,1.22262,1.22318,1.22375,1.22213
2018-02-28 01:00:00,1.22318,1.22299,1.22380,1.22274
2018-02-28 02:00:00,1.22298,1.22167,1.22340,1.22154
2018-02-28 03:00:00,1.22168,1.22239,1.22293,1.22158
2018-02-28 04:00:00,1.22239,1.22244,1.22265,1.22210
2018-02-28 05:00:00,1.22245,1.22273,1.22283,1.22218
2018-02-28 06:00:00,1.22273,1.22362,1.22387,1.22185
2018-02-28 07:00:00,1.22362,1.22240,1.22413,1.22225
2018-02-28 08:00:00,1.22239,1.22110,1.22244,1.22000
2018-02-28 09:00:00,1.22107,1.22208,1.22233,1.21990
2018-02-28 10:00:00,1.22208,1.22207,1.22301,1.22103
2018-02-28 11:00:00,1.22206,1.22183,1.22258,1.22142
2018-02-28 12:00:00,1.22185,1.22191,1.22260,1.22111
2018-02-28 13:00:00,1.22207,1.22184,1.22229,1.22025
2018-02-28 14:00:00,1.22185,1.22087,1.22283,1.22069
2018-02-28 15:00:00,1.22087,1.21961,1.22150,1.21881
2018-02-28 16:00:00,1.21963,1.22109,1.22213,1.21936
2018-02-28 17:00:00,1.22109,1.22089,1.22224,1.22051
2018-02-28 18:00:00,1.22088,1.22106,1.22113,1.22009
2018-02-28 19:00:00,1.22105,1.22034,1.22147,1.22004
2018-02-28 20:00:00,1.22036,1.22004,1.22047,1.21952
2018-02-28 21:00:00,1.22004,1.21944,1.22020,1.21930
2018-02-28 22:00:00,1.21942,1.21932,1.22000,1.21907
2018-02-28 23:00:00,1.21932,1.21918,1.21965,1.21906
2018-03-01 00:00:00,1.21918,1.21894,1.21941,1.21839
2018-03-01 01:00:00,1.21895,1.21919,1.21928,1.21844
2018-03-01 02:00:00,1.21918,1.21900,1.21945,1.21864
2018-03-01 03:00:00,1.21900,1.21960,1.21986,1.21891
2018-03-01 04:00:00,1.21960,1.21939,1.21965,1.21902
2018-03-01 05:00:00,1.21938,1.21926,1.21974,1.21907
2018-03-01 06:00:00,1.21926,1.22058,1.22065,1.21879
2018-03-01 07:00:00,1.22058,1.22005,1.22132,1.22001
2018-03-01 08:00:00,1.22007,1.21974,1.22061,1.21913
2018-03-01 09:00:00,1.21975,1.21818,1.21977,1.21802
2018-03-01 10:00:00,1.21817,1.21880,1.21963,1.21802
2018-03-01 11:00:00,1.21880,1.21849,1.21906,1.21804
2018-03-01 12:00:00,1.21848,1.21689,1.21889,1.21648
2018-03-01 13:00:00,1.21695,1.21875,1.21881,1.21630
2018-03-01 14:00:00,1.21875,1.21742,1.21920,1.21650
2018-03-01 15:00:00,1.21730,1.21768,1.22057,1.21548
2018-03-01 16:00:00,1.21766,1.22155,1.22223,1.21719
2018-03-01 17:00:00,1.22154,1.22122,1.22204,1.22052
2018-03-01 18:00:00,1.22124,1.21973,1.22174,1.21868
2018-03-01 19:00:00,1.21973,1.22554,1.22587,1.21962
2018-03-01 20:00:00,1.22551,1.22628,1.22731,1.22526
2018-03-01 21:00:00,1.22628,1.22672,1.22705,1.22603
2018-03-01 22:00:00,1.22672,1.22751,1.22751,1.22641
2018-03-01 23:00:00,1.22750,1.22714,1.22750,1.22663
2018-03-02 00:00:00,1.22712,1.22737,1.22751,1.22621
2018-03-02 01:00:00,1.22736,1.22746,1.22808,1.22674
2018-03-02 02:00:00,1.22747,1.22732,1.22768,1.22699
2018-03-02 03:00:00,1.22731,1.22805,1.22817,1.22724
2018-03-02 04:00:00,1.22805,1.22783,1.22879,1.22783
2018-03-02 05:00:00,1.22783,1.22794,1.22857,1.22747
2018-03-02 06:00:00,1.22794,1.22633,1.22799,1.22622
2018-03-02 07:00:00,1.22633,1.22635,1.22671,1.22517
2018-03-02 08:00:00,1.22633,1.22745,1.22789,1.22548
2018-03-02 09:00:00,1.22744,1.22764,1.22820,1.22623
2018-03-02 10:00:00,1.22762,1.22907,1.22984,1.22747
2018-03-02 11:00:00,1.22907,1.23041,1.23228,1.22890
2018-03-02 12:00:00,1.23041,1.23083,1.23228,1.23041
2018-03-02 13:00:00,1.23084,1.23092,1.23202,1.22943
2018-03-02 14:00:00,1.23090,1.23141,1.23159,1.22973
2018-03-02 15:00:00,1.23138,1.23094,1.23329,1.23086
2018-03-02 16:00:00,1.23094,1.23149,1.23235,1.23044
2018-03-02 17:00:00,1.23148,1.23123,1.23205,1.23045
2018-03-02 18:00:00,1.23122,1.23218,1.23240,1.23122
2018-03-02 19:00:00,1.23220,1.23310,1.23311,1.23205
2018-03-02 20:00:00,1.23317,1.23310,1.23361,1.23239
2018-03-02 21:00:00,1.23309,1.23203,1.23314,1.23183
2018-03-04 22:00:00,1.23296,1.23471,1.23652,1.23270
2018-03-04 23:00:00,1.23471,1.23179,1.23480,1.23000
2018-03-05 00:00:00,1.23179,1.23329,1.23381,1.23166
2018-03-05 01:00:00,1.23328,1.23302,1.23371,1.23287
2018-03-05 02:00:00,1.23302,1.23221,1.23307,1.23198
2018-03-05 03:00:00,1.23218,1.23271,1.23284,1.23165
2018-03-05 04:00:00,1.23271,1.23218,1.23278,1.23196
2018-03-05 05:00:00,1.23216,1.23192,1.23263,1.23126
2018-03-05 06:00:00,1.23192,1.22913,1.23212,1.22873
2018-03-05 07:00:00,1.22914,1.22849,1.22976,1.22691
2018-03-05 08:00:00,1.22848,1.23247,1.23333,1.22828
2018-03-05 09:00:00,1.23244,1.23223,1.23346,1.23119
2018-03-05 10:00:00,1.23223,1.23139,1.23318,1.23068
2018-03-05 11:00:00,1.23136,1.23014,1.23160,1.22953
2018-03-05 12:00:00,1.23019,1.22978,1.23062,1.22844
2018-03-05 13:00:00,1.22972,1.23085,1.23127,1.22932
2018-03-05 14:00:00,1.23084,1.23241,1.23242,1.23022
2018-03-05 15:00:00,1.23234,1.23276,1.23298,1.23100
2018-03-05 16:00:00,1.23277,1.23294,1.23489,1.23207
2018-03-05 17:00:00,1.23295,1.23344,1.23406,1.23232
2018-03-05 18:00:00,1.23343,1.23253,1.23356,1.23219
2018-03-05 19:00:00,1.23251,1.23255,1.23342,1.23227
2018-03-05 20:00:00,1.23256,1.23384,1.23388,1.23228
2018-03-05 21:00:00,1.23382,1.23361,1.23382,1.23339
2018-03-05 22:00:00,1.23363,1.23347,1.23385,1.23325
2018-03-05 23:00:00,1.23349,1.23369,1.23398,1.23346
2018-03-06 00:00:00,1.23369,1.23501,1.23563,1.23353
2018-03-06 01:00:00,1.23501,1.23561,1.23632,1.23491
2018-03-06 02:00:00,1.23561,1.23507,1.23599,1.23483
2018-03-06 03:00:00,1.23508,1.23497,1.23553,1.23468
2018-03-06 04:00:00,1.23499,1.23474,1.23515,1.23467
2018-03-06 05:00:00,1.23474,1.23495,1.23521,1.23433
2018-03-06 06:00:00,1.23491,1.23390,1.23558,1.23347
2018-03-06 07:00:00,1.23391,1.23336,1.23506,1.23283
2018-03-06 08:00:00,1.23336,1.23390,1.23460,1.23301
2018-03-06 09:00:00,1.23390,1.23442,1.23456,1.23322
2018-03-06 10:00:00,1.23445,1.23466,1.23521,1.23347
2018-03-06 11:00:00,1.23466,1.23974,1.24001,1.23434
2018-03-06 12:00:00,1.23975,1.24086,1.24145,1.23902
2018-03-06 13:00:00,1.24089,1.24073,1.24120,1.23957
2018-03-06 14:00:00,1.24074,1.23958,1.24106,1.23868
2018-03-06 15:00:00,1.23960,1.23978,1.24084,1.23942
2018-03-06 16:00:00,1.23980,1.24159,1.24202,1.23974
2018-03-06 17:00:00,1.24160,1.23936,1.24173,1.23890
2018-03-06 18:00:00,1.23934,1.24062,1.24094,1.23924
2018-03-06 19:00:00,1.24060,1.24060,1.24117,1.24004
2018-03-06 20:00:00,1.24059,1.24032,1.24078,1.23996
2018-03-06 21:00:00,1.24027,1.24044,1.24089,1.24027
2018-03-06 22:00:00,1.24042,1.24215,1.24242,1.24042
2018-03-06 23:00:00,1.24214,1.24160,1.24292,1.24130
2018-03-07 00:00:00,1.24156,1.24177,1.24270,1.24131
2018-03-07 01:00:00,1.24176,1.24142,1.24209,1.24104
2018-03-07 02:00:00,1.24144,1.24168,1.24184,1.24108
2018-03-07 03:00:00,1.24168,1.24192,1.24217,1.24111
2018-03-07 04:00:00,1.24191,1.24154,1.24215,1.24150
2018-03-07 05:00:00,1.24153,1.24189,1.24230,1.24153
2018-03-07 06:00:00,1.24187,1.24259,1.24337,1.24183
2018-03-07 07:00:00,1.24260,1.24094,1.24278,1.24073
2018-03-07 08:00:00,1.24093,1.24101,1.24184,1.24042
2018-03-07 09:00:00,1.24101,1.24238,1.24276,1.24058
2018-03-07 10:00:00,1.24235,1.24349,1.24457,1.24214
2018-03-07 11:00:00,1.24350,1.24076,1.24370,1.24076
2018-03-07 12:00:00,1.24074,1.24175,1.24184,1.23980
2018-03-07 13:00:00,1.24175,1.24148,1.24245,1.24031
2018-03-07 14:00:00,1.24150,1.24099,1.24226,1.24062
2018-03-07 15:00:00,1.24101,1.24033,1.24164,1.23882
2018-03-07 16:00:00,1.24030,1.23967,1.24049,1.23850
2018-03-07 17:00:00,1.23967,1.24007,1.24066,1.23908
2018-03-07 18:00:00,1.24008,1.24085,1.24143,1.23970
2018-03-07 19:00:00,1.24085,1.24049,1.24130,1.24023
2018-03-07 20:00:00,1.24048,1.24130,1.24136,1.24025
2018-03-07 21:00:00,1.24128,1.24117,1.24158,1.24105
2018-03-07 22:00:00,1.24116,1.24112,1.24129,1.24102
2018-03-07 23:00:00,1.24114,1.24127,1.24160,1.24099
2018-03-08 00:00:00,1.24126,1.24080,1.24155,1.24071
2018-03-08 01:00:00,1.24080,1.24009,1.24095,1.23965
2018-03-08 02:00:00,1.24006,1.24021,1.24063,1.23996
2018-03-08 03:00:00,1.24020,1.24072,1.24076,1.23965
2018-03-08 04:00:00,1.24071,1.24064,1.24092,1.24039
2018-03-08 05:00:00,1.24063,1.24044,1.24101,1.24037
2018-03-08 06:00:00,1.24042,1.23971,1.24095,1.23941
2018-03-08 07:00:00,1.23971,1.24118,1.24132,1.23941
2018-03-08 08:00:00,1.24119,1.23931,1.24149,1.23910
2018-03-08 09:00:00,1.23929,1.23829,1.23945,1.23783
2018-03-08 10:00:00,1.23829,1.23789,1.23900,1.23777
2018-03-08 11:00:00,1.23790,1.23786,1.23792,1.23688
2018-03-08 12:00:00,1.23786,1.24104,1.24317,1.23732
2018-03-08 13:00:00,1.24101,1.24031,1.24463,1.23847
2018-03-08 14:00:00,1.24031,1.23512,1.24050,1.23498
2018-03-08 15:00:00,1.23511,1.23280,1.23558,1.23247
2018-03-08 16:00:00,1.23280,1.23137,1.23370,1.23047
2018-03-08 17:00:00,1.23137,1.23190,1.23224,1.23116
2018-03-08 18:00:00,1.23190,1.23143,1.23200,1.23068
2018-03-08 19:00:00,1.23143,1.23054,1.23191,1.22983
2018-03-08 20:00:00,1.23050,1.23135,1.23138,1.23018
2018-03-08 21:00:00,1.23132,1.23126,1.23146,1.23097
2018-03-08 22:00:00,1.23133,1.23140,1.23200,1.23109
2018-03-08 23:00:00,1.23139,1.23071,1.23155,1.23053
2018-03-09 00:00:00,1.23072,1.23100,1.23161,1.23027
2018-03-09 01:00:00,1.23099,1.22989,1.23102,1.22953
2018-03-09 02:00:00,1.22991,1.23109,1.23128,1.22973
2018-03-09 03:00:00,1.23109,1.23106,1.23128,1.23079
2018-03-09 04:00:00,1.23105,1.23138,1.23140,1.23081
2018-03-09 05:00:00,1.23138,1.23156,1.23177,1.23117
2018-03-09 06:00:00,1.23156,1.23217,1.23219,1.23141
2018-03-09 07:00:00,1.23218,1.23183,1.23222,1.23113
2018-03-09 08:00:00,1.23182,1.23063,1.23216,1.22945
2018-03-09 09:00:00,1.23063,1.23021,1.23181,1.22992
2018-03-09 10:00:00,1.23022,1.22941,1.23068,1.22928
2018-03-09 11:00:00,1.22942,1.22985,1.23049,1.22905
2018-03-09 12:00:00,1.22986,1.22956,1.23021,1.22931
2018-03-09 13:00:00,1.22953,1.22938,1.23137,1.22733
2018-03-09 14:00:00,1.22937,1.23125,1.23135,1.22915
2018-03-09 15:00:00,1.23129,1.23189,1.23345,1.23059
2018-03-09 16:00:00,1.23188,1.23249,1.23302,1.23163
2018-03-09 17:00:00,1.23249,1.23178,1.23303,1.23163
2018-03-09 18:00:00,1.23181,1.23127,1.23214,1.23111
2018-03-09 19:00:00,1.23128,1.23146,1.23193,1.23111
2018-03-09 20:00:00,1.23146,1.23069,1.23178,1.23028
2018-03-09 21:00:00,1.23068,1.23061,1.23096,1.23040
2018-03-11 21:00:00,1.23176,1.23126,1.23177,1.23082
2018-03-11 22:00:00,1.23116,1.23109,1.23146,1.23074
2018-03-11 23:00:00,1.23109,1.23088,1.23138,1.23064
2018-03-12 00:00:00,1.23088,1.23108,1.23139,1.23074
2018-03-12 01:00:00,1.23107,1.23169,1.23187,1.23063
2018-03-12 02:00:00,1.23167,1.23215,1.23233,1.23162
2018-03-12 03:00:00,1.23214,1.23231,1.23238,1.23195
2018-03-12 04:00:00,1.23231,1.23252,1.23262,1.23205
2018-03-12 05:00:00,1.23252,1.23200,1.23253,1.23183
2018-03-12 06:00:00,1.23200,1.23233,1.23239,1.23151
2018-03-12 07:00:00,1.23233,1.23379,1.23412,1.23167
2018-03-12 08:00:00,1.23374,1.23344,1.23396,1.23227
2018-03-12 09:00:00,1.23343,1.23121,1.23349,1.23119
2018-03-12 10:00:00,1.23121,1.23123,1.23157,1.23073
2018-03-12 11:00:00,1.23119,1.22925,1.23120,1.22905
2018-03-12 12:00:00,1.22925,1.23015,1.23026,1.22909
2018-03-12 13:00:00,1.23015,1.23079,1.23099,1.22948
2018-03-12 14:00:00,1.23079,1.23212,1.23213,1.23072
2018-03-12 15:00:00,1.23214,1.23182,1.23266,1.23172
2018-03-12 16:00:00,1.23180,1.23194,1.23246,1.23106
2018-03-12 17:00:00,1.23194,1.23295,1.23356,1.23154
2018-03-12 18:00:00,1.23294,1.23373,1.23457,1.23283
2018-03-12 19:00:00,1.23369,1.23395,1.23405,1.23329
2018-03-12 20:00:00,1.23395,1.23347,1.23413,1.23347
2018-03-12 21:00:00,1.23346,1.23351,1.23427,1.23344
2018-03-12 22:00:00,1.23352,1.23336,1.23371,1.23336
2018-03-12 23:00:00,1.23339,1.23389,1.23399,1.23332
2018-03-13 00:00:00,1.23385,1.23403,1.23455,1.23353
2018-03-13 01:00:00,1.23404,1.23393,1.23419,1.23366
2018-03-13 02:00:00,1.23394,1.23343,1.23408,1.23332
2018-03-13 03:00:00,1.23343,1.23324,1.23355,1.23310
2018-03-13 04:00:00,1.23324,1.23279,1.23335,1.23264
2018-03-13 05:00:00,1.23279,1.23284,1.23301,1.23253
2018-03-13 06:00:00,1.23283,1.23287,1.23360,1.23246
2018-03-13 07:00:00,1.23287,1.23197,1.23339,1.23176
2018-03-13 08:00:00,1.23197,1.23342,1.23349,1.23148
2018-03-13 09:00:00,1.23341,1.23294,1.23384,1.23238
2018-03-13 10:00:00,1.23294,1.23299,1.23514,1.23273
2018-03-13 11:00:00,1.23299,1.23371,1.23419,1.23266
2018-03-13 12:00:00,1.23371,1.23667,1.23855,1.23324
2018-03-13 13:00:00,1.23663,1.23691,1.23855,1.23592
2018-03-13 14:00:00,1.23690,1.23750,1.23816,1.23402
2018-03-13 15:00:00,1.23749,1.23985,1.24009,1.23705
2018-03-13 16:00:00,1.23980,1.24013,1.24076,1.23882
2018-03-13 17:00:00,1.24015,1.23915,1.24066,1.23905
2018-03-13 18:00:00,1.23914,1.23982,1.23996,1.23909
2018-03-13 19:00:00,1.23980,1.23856,1.24002,1.23843
2018-03-13 20:00:00,1.23856,1.23898,1.23941,1.23846
2018-03-13 21:00:00,1.23901,1.23926,1.23975,1.23900
2018-03-13 22:00:00,1.23930,1.23939,1.23954,1.23897
2018-03-13 23:00:00,1.23939,1.23933,1.23956,1.23908
2018-03-14 00:00:00,1.23930,1.23944,1.23986,1.23892
2018-03-14 01:00:00,1.23945,1.24033,1.24059,1.23905
2018-03-14 02:00:00,1.24032,1.24090,1.24120,1.24008
2018-03-14 03:00:00,1.24090,1.24047,1.24092,1.24009
2018-03-14 04:00:00,1.24048,1.24075,1.24081,1.24021
2018-03-14 05:00:00,1.24076,1.24046,1.24128,1.24040
2018-03-14 06:00:00,1.24045,1.23993,1.24060,1.23946
2018-03-14 07:00:00,1.23994,1.23890,1.23994,1.23857
2018-03-14 08:00:00,1.23891,1.23752,1.24016,1.23639
2018-03-14 09:00:00,1.23750,1.23669,1.23829,1.23616
2018-03-14 10:00:00,1.23669,1.23742,1.23760,1.23623
2018-03-14 11:00:00,1.23743,1.23807,1.23831,1.23673
2018-03-14 12:00:00,1.23808,1.23630,1.23974,1.23630
2018-03-14 13:00:00,1.23631,1.23578,1.23762,1.23526
2018-03-14 14:00:00,1.23579,1.23632,1.23678,1.23485
2018-03-14 15:00:00,1.23632,1.23613,1.23680,1.23474
2018-03-14 16:00:00,1.23615,1.23675,1.23785,1.23582
2018-03-14 17:00:00,1.23676,1.23753,1.23786,1.23666
2018-03-14 18:00:00,1.23753,1.23758,1.23773,1.23700
2018-03-14 19:00:00,1.23758,1.23705,1.23764,1.23693
2018-03-14 20:00:00,1.23705,1.23679,1.23733,1.23655
2018-03-14 21:00:00,1.23678,1.23688,1.23701,1.23655
2018-03-14 22:00:00,1.23688,1.23685,1.23694,1.23651
2018-03-14 23:00:00,1.23686,1.23751,1.23765,1.23673
2018-03-15 00:00:00,1.23752,1.23820,1.23838,1.23717
2018-03-15 01:00:00,1.23820,1.23765,1.23836,1.23749
2018-03-15 02:00:00,1.23766,1.23795,1.23838,1.23760
2018-03-15 03:00:00,1.23795,1.23799,1.23820,1.23754
2018-03-15 04:00:00,1.23799,1.23818,1.23832,1.23780
2018-03-15 05:00:00,1.23817,1.23745,1.23825,1.23717
2018-03-15 06:00:00,1.23746,1.23659,1.23783,1.23648
2018-03-15 07:00:00,1.23659,1.23690,1.23731,1.23622
2018-03-15 08:00:00,1.23690,1.23651,1.23721,1.23613
2018-03-15 09:00:00,1.23650,1.23600,1.23681,1.23520
2018-03-15 10:00:00,1.23598,1.23625,1.23674,1.23555
2018-03-15 11:00:00,1.23626,1.23485,1.23640,1.23462
2018-03-15 12:00:00,1.23485,1.23385,1.23562,1.23353
2018-03-15 13:00:00,1.23388,1.23334,1.23465,1.23224
